30,49,66,30,71,116,379,219,1,1,1,0.447761194,0.730593607,0.807387719
30,116,125,30,148,154,379,219,1,1,1,0.789473684,0.730593607,0.909901466
30,103,161,30,172,176,379,219,1,1,0.517241379,0.410958904,0.730593607,0.651519446
30,40,63,30,72,116,379,219,1,1,1,0.394736842,0.730593607,0.791480413
30,38,39,30,45,92,379,219,1,1,1,0.555555556,0.730593607,0.839726027
30,65,87,30,94,139,379,219,1,1,1,0.405405405,0.730593607,0.794680982
30,74,134,30,155,177,379,219,1,1,0.5,0.291262136,0.730593607,0.610438002
30,66,98,30,113,127,379,219,1,1,0.9375,0.491803279,0.730593607,0.801850344
30,17,38,30,64,87,379,219,1,1,1,0.428571429,0.730593607,0.801630789
30,51,60,30,83,99,379,219,1,1,1,0.625,0.730593607,0.860559361
30,83,120,30,148,169,379,219,1,1,0.810810811,0.348837209,0.730593607,0.720953767
30,28,85,30,112,167,379,219,1,1,0.526315789,0.215827338,0.730593607,0.595702299
30,62,74,30,95,137,379,219,1,1,1,0.4,0.730593607,0.793059361
30,28,32,30,39,93,379,219,1,1,1,0.461538462,0.730593607,0.811520899
30,32,56,30,56,83,379,219,1,1,1,0.588235294,0.730593607,0.849529949
30,46,54,30,75,81,379,219,1,1,1,0.857142857,0.730593607,0.930202218
30,85,130,30,152,156,379,219,1,1,0.666666667,0.422535211,0.730593607,0.699819924
30,80,134,30,135,136,379,219,1,1,0.555555556,0.535714286,0.730593607,0.700440313
30,64,66,30,77,109,379,219,1,1,1,0.666666667,0.730593607,0.873059361
30,83,120,30,140,164,379,219,1,1,0.810810811,0.37037037,0.730593607,0.727413715
30,111,120,30,120,169,379,219,1,1,1,0.517241379,0.730593607,0.828231775
30,40,67,30,76,85,379,219,1,1,1,0.666666667,0.730593607,0.873059361
30,58,95,30,115,135,379,219,1,1,0.810810811,0.38961039,0.730593607,0.733185721
30,96,131,30,159,171,379,219,1,1,0.857142857,0.4,0.730593607,0.750202218
30,50,99,30,108,154,379,219,1,1,0.612244898,0.288461538,0.730593607,0.643271292
30,109,140,30,156,174,379,219,1,1,0.967741935,0.461538462,0.730593607,0.80184348
30,105,152,30,180,199,379,219,1,1,0.638297872,0.319148936,0.730593607,0.660293403
30,64,88,30,89,96,379,219,1,1,1,0.9375,0.730593607,0.954309361
30,16,49,30,60,96,379,219,1,1,0.909090909,0.375,0.730593607,0.758286633
30,49,53,30,81,140,379,219,1,1,1,0.32967033,0.730593607,0.77196046
30,90,161,30,168,227,528,361,0.8,0.8,0.422535211,0.218978102,0.462603878,0.478714382
30,57,92,30,107,124,528,361,0.8,0.8,0.857142857,0.447761194,0.462603878,0.677731603
30,11,40,30,58,64,528,361,0.8,0.8,1,0.566037736,0.462603878,0.756071709
30,26,80,30,92,188,528,361,0.8,0.8,0.555555556,0.185185185,0.462603878,0.50848261
30,66,122,30,136,186,528,361,0.8,0.8,0.535714286,0.25,0.462603878,0.521974674
30,97,98,30,103,113,528,361,0.8,0.8,1,1,0.462603878,0.886260388
30,67,158,30,169,285,528,361,0.8,0.8,0.32967033,0.137614679,0.462603878,0.42644589
30,58,86,30,87,131,528,361,0.8,0.8,1,0.410958904,0.462603878,0.709548059
